ínàÊÉRÅ[Éh,ínàÊéØï ÉRÅ[Éh,,êlå˚Å@ïΩê¨27îN,êlå˚Å@ïΩê¨22îNÅiëgë÷Åj,ïΩê¨22îNÅ`27îNÇÃêlå˚ëùå∏êî,ïΩê¨22îNÅ`27îNÇÃêlå˚ëùå∏ó¶ÅiÅìÅj,ñ êœÅikm2Åj 1),êlå˚ñßìxÅi1km2ìñÇΩÇËÅj 2),ê¢ë—êîÅ@ïΩê¨27îN,ê¢ë—êîÅ@ïΩê¨22îNÅiëgë÷Åj,ïΩê¨22îNÅ`27îNÇÃê¢ë—ëùå∏êî,ïΩê¨22îNÅ`27îNÇÃê¢ë—ëùå∏ó¶ÅiÅìÅj
41210,2,ê_çÈés,31871,32899,-1028,-3.124715037,125.13,254.7,10933,10741,192,1.787543059
41320,c,ê_çÈåS,16434,16405,29,0.176775373,43.99,373.6,5890,5478,412,7.520993063
41327,3,ãgñÏÉñó¢í¨,16434,16405,29,0.176775373,43.99,373.6,5890,5478,412,7.520993063
41340,c,éOó{äÓåS,52086,53236,-1150,-2.160192351,86.86,599.7,18181,17536,645,3.67814781
41341,3,äÓéRí¨,17494,17837,-343,-1.922969109,22.15,789.8,6294,6025,269,4.464730291
41345,3,è„ïÙí¨,9296,9224,72,0.78057242,12.8,726.3,3263,3074,189,6.148340924
41346,3,Ç›Ç‚Ç´í¨,25296,26175,-879,-3.358166189,51.92,487.2,8624,8437,187,2.21642764
41380,c,ìåèºâYåS,5904,6379,-475,-7.446308199,35.9,164.5,1917,1959,-42,-2.143950995
41387,3,å∫äCí¨,5904,6379,-475,-7.446308199,35.9,164.5,1917,1959,-42,-2.143950995
41400,c,êºèºâYåS,20166,20929,-763,-3.645659133,65.85,306.2,6896,6916,-20,-0.2891845
41401,3,óLìcí¨,20166,20929,-763,-3.645659133,65.85,306.2,6896,6916,-20,-0.2891845
41420,c,ãnìáåS,40324,42491,-2167,-5.099903509,135.54,297.5,13046,13116,-70,-0.533699299
41423,3,ëÂí¨í¨,6782,7369,-587,-7.965802687,11.5,589.7,2561,2694,-133,-4.936896808
41424,3,ç]ñkí¨,9588,9515,73,0.767209669,24.49,391.5,3231,3076,155,5.039011704
41425,3,îíêŒí¨,23954,25607,-1653,-6.455266138,99.56,240.6,7254,7346,-92,-1.252382249
41440,c,ì°í√åS,8782,9842,-1060,-10.77016866,74.3,118.2,2902,2925,-23,-0.786324786
41441,3,ëæó«í¨,8782,9842,-1060,-10.77016866,74.3,118.2,2902,2925,-23,-0.786324786
42000,a,í∑çËåß,1377780,1426779,-48999,-3.43423894,4132.32,333.4,560681,558660,2021,0.361758494
42001,b,ésïî,1232255,1276831,-44576,-3.491143307,3643.26,338.2,505217,503933,1284,0.254795776
42002,b,åSïî,145525,149948,-4423,-2.949689226,489.05,297.6,55464,54727,737,1.346684452
42201,2,í∑çËés,429644,443766,-14122,-3.182307793,405.81,1058.7,189422,187685,1737,0.925486853
42202,2,ç≤ê¢ï€és,255648,261101,-5453,-2.088463851,426.06,600,104998,104583,415,0.396814014
42203,2,ìáå¥és,45426,47455,-2029,-4.275629544,82.97,547.5,17083,17039,44,0.258231117
42204,2,Ê|ëÅés,138136,140752,-2616,-1.858588155,341.83,404.1,51842,50989,853,1.672909843
42205,2,ëÂë∫és,92812,90517,2295,2.535435333,126.66,732.8,36080,34044,2036,5.980495829
42207,2,ïΩåÀés,31949,34905,-2956,-8.468700759,235.2,135.8,12388,12885,-497,-3.857198293
42208,2,èºâYés,23344,25145,-1801,-7.162457745,130.67,178.6,8974,9214,-240,-2.60473193
42209,2,ëŒînés,31468,34407,-2939,-8.541866481,708.63,44.4,13393,13813,-420,-3.040613914
42210,2,àÎäÚés,27106,29377,-2271,-7.730537495,139.42,194.4,10096,10401,-305,-2.932410345
42211,2,å‹ìáés,37331,40622,-3291,-8.101521343,420.04,88.9,17422,18382,-960,-5.222500272
42212,2,êºäCés,28692,31176,-2484,-7.967667437,241.59,118.8,11504,11875,-371,-3.124210526
42213,2,â_êÂés,44135,47245,-3110,-6.582707165,214.27,206,15361,15863,-502,-3.164596861
42214,2,ìÏìáå¥és,46564,50363,-3799,-7.543236106,170.11,273.7,16654,17160,-506,-2.948717949
42300,c,êºîﬁãnåS,72376,72645,-269,-0.370293895,49.67,1457.1,27353,26265,1088,4.142394822
42307,3,í∑ó^í¨,42562,42535,27,0.063477137,28.73,1481.4,16228,15478,750,4.845587285
42308,3,éûí√í¨,29814,30110,-296,-0.983062106,20.94,1423.8,11125,10787,338,3.133401316
42320,c,ìåîﬁãnåS,37238,38781,-1543,-3.978752482,167.63,222.1,12810,12671,139,1.096993134
42321,3,ìåîﬁãní¨,8301,8903,-602,-6.761765697,74.29,111.7,2741,2747,-6,-0.218420095
42322,3,êÏíIí¨,14072,14651,-579,-3.951948672,37.34,376.9,5108,5144,-36,-0.699844479
42323,3,îgç≤å©í¨,14865,15227,-362,-2.377356012,56,265.4,4961,4780,181,3.786610879
42380,c,ñkèºâYåS,16189,16448,-259,-1.574659533,57.8,280.1,6312,6171,141,2.284880895
42383,3,è¨ílâÍí¨,2560,2849,-289,-10.14391014,25.53,100.3,1210,1287,-77,-5.982905983
42391,3,ç≤ÅXí¨,13629,13599,30,0.220604456,32.27,422.3,5102,4884,218,4.463554464
42400,c,ìÏèºâYåS,19722,22074,-2352,-10.65506931,213.94,92.2,8989,9620,-631,-6.559251559
42411,3,êVè„å‹ìáí¨,19722,22074,-2352,-10.65506931,213.94,92.2,8989,9620,-631,-6.559251559
43000,a,åFñ{åß,1786969,1817426,-30457,-1.675831643,7409.32,241.2,704497,688234,16263,2.363004443
43001,b,ésïî,1440748,1461794,-21046,-1.439737747,3735.11,385.7,578278,564185,14093,2.497939506
43002,b,åSïî,346221,355632,-9411,-2.646274801,3674.21,94.2,126219,124049,2170,1.749308741
43100,1,åFñ{és,741115,734474,6641,0.904184491,390.32,1898.7,315470,302413,13057,4.317605394
43101,0,åFñ{és íÜâõãÊ,186264,184353,1911,1.036598265,25.45,7318.8,95766,92242,3524,3.820385508
43102,0,åFñ{és ìåãÊ,190480,188082,2398,1.274975808,50.19,3795.2,78326,74942,3384,4.515491981
43103,0,åFñ{és êºãÊ,93178,93805,-627,-0.668407867,89.33,1043.1,38978,37610,1368,3.637330497
43104,0,åFñ{és ìÏãÊ,127981,122600,5381,4.389070147,110.01,1163.4,47199,43499,3700,8.505942665
43105,0,åFñ{és ñkãÊ,143212,145634,-2422,-1.663073184,115.34,1241.7,55201,54120,1081,1.997413156
43202,2,î™ë„és,127540,132266,-4726,-3.573102687,681.36,187.2,47823,47458,365,0.7691011
43203,2,êlãgés,33891,35611,-1720,-4.829968268,210.55,161,13831,14001,-170,-1.214198986
43204,2,çrîˆés,53453,55321,-1868,-3.376656243,57.37,931.7,20901,20898,3,0.014355441
43205,2,êÖñìés,25418,26978,-1560,-5.782489436,163.29,155.7,10638,10893,-255,-2.340952906
43206,2,ã ñºés,66802,69541,-2739,-3.938683654,152.6,437.8,24477,24344,133,0.546335853
43208,2,éRé≠és,52278,55391,-3113,-5.620046578,299.69,174.4,19140,19308,-168,-0.870105656
43210,2,ãeírés,48209,50194,-1985,-3.954655935,276.85,174.1,16959,16706,253,1.514425955
43211,2,âFìyés,37053,37727,-674,-1.786518939,74.3,498.7,13284,12808,476,3.716427233
43212,2,è„ìVëêés,26998,29902,-2904,-9.711724968,126.91,212.7,10472,10994,-522,-4.748044388
43213,2,âFèÈés,59781,61878,-2097,-3.388926598,188.6,317,21434,21077,357,1.693789439
43214,2,à¢ëhés,27038,28444,-1406,-4.943045985,376.3,71.9,10048,10100,-52,-0.514851485
43215,2,ìVëêés,82770,89065,-6295,-7.067871779,683.78,121,33227,34272,-1045,-3.049136321
43216,2,çáéués,58402,55002,3400,6.181593397,53.19,1098,20574,18913,1661,8.78231904
43340,c,â∫âvèÈåS,10341,11388,-1047,-9.193888304,144,71.8,3611,3791,-180,-4.748087576
43348,3,î¸ó¢í¨,10341,11388,-1047,-9.193888304,144,71.8,3611,3791,-180,-4.748087576
43360,c,ã ñºåS,41152,43959,-2807,-6.385495575,211.46,194.6,15051,15181,-130,-0.856333575
43364,3,ã ìåí¨,5264,5554,-290,-5.221462009,24.33,216.4,1825,1825,0,0
43367,3,ìÏä÷í¨,9790,10564,-774,-7.326770163,68.92,142,3576,3681,-105,-2.852485738
43368,3,í∑èFí¨,15900,16594,-694,-4.182234543,19.43,818.3,6138,6051,87,1.43777888
43369,3,òaêÖí¨,10198,11247,-1049,-9.326931626,98.78,103.2,3512,3624,-112,-3.090507726
43400,c,ãeíråS,74476,68968,5508,7.986312493,136.56,545.4,28656,25602,3054,11.92875557
43403,3,ëÂí√í¨,33480,31234,2246,7.190881731,99.1,337.8,12703,11478,1225,10.67259104
43404,3,ãeózí¨,40996,37734,3262,8.644723592,37.46,1094.4,15953,14124,1829,12.94958935
43420,c,à¢ëhåS,37393,39392,-1999,-5.074634444,703.25,53.2,14441,14507,-66,-0.454952781
43423,3,ìÏè¨çëí¨,4051,4429,-378,-8.534657936,115.9,35,1642,1702,-60,-3.525264395
43424,3,è¨çëí¨,7188,7877,-689,-8.746984893,136.94,52.5,2791,2875,-84,-2.92173913
43425,3,éYéRë∫,1510,1606,-96,-5.97758406,60.81,24.8,534,575,-41,-7.130434783
43428,3,çÇêXí¨,6327,6716,-389,-5.792138178,175.06,36.1,2458,2524,-66,-2.614896989
43432,3,êºå¥ë∫,6805,6792,13,0.191401649,77.22,88.1,2341,2221,120,5.402971634
43433,3,ìÏà¢ëhë∫,11512,11972,-460,-3.842298697,137.32,83.8,4675,4610,65,1.409978308
43440,c,è„âvèÈåS,85814,87402,-1588,-1.816892062,783.96,109.5,30212,29688,524,1.765022905
43441,3,å‰ëDí¨,17243,17888,-645,-3.605769231,99.03,174.1,6307,6224,83,1.333547558
43442,3,â√ìáí¨,9057,8676,381,4.39142462,16.65,544,3171,2930,241,8.225255973
43443,3,âvèÈí¨,33632,32676,956,2.9256947,65.68,512.1,11438,10935,503,4.599908551
43444,3,çbç≤í¨,10718,11181,-463,-4.140953403,57.93,185,3704,3693,11,0.297860818
43447,3,éRìsí¨,15164,16981,-1817,-10.70019433,544.67,27.8,5592,5906,-314,-5.316627159
43460,c,î™ë„åS,12001,12715,-714,-5.615414864,33.36,359.7,3873,3973,-100,-2.51698968
43468,3,ïXêÏí¨,12001,12715,-714,-5.615414864,33.36,359.7,3873,3973,-100,-2.51698968
43480,c,àØñkåS,22346,24378,-2032,-8.335384363,268.07,83.4,8229,8622,-393,-4.558107168
43482,3,à∞ñkí¨,17668,19316,-1648,-8.53178712,233.97,75.5,6484,6796,-312,-4.590935845
43484,3,í√ìﬁñÿí¨,4678,5062,-384,-7.585934413,34.09,137.2,1745,1826,-81,-4.43592552
43500,c,ãÖñÅåS,54957,59116,-4159,-7.035320387,1326.02,41.4,19252,19683,-431,-2.189706854
43501,3,ã—í¨,10774,11075,-301,-2.717832957,85.04,126.7,3630,3602,28,0.777345919
43505,3,ëΩó«ñÿí¨,9798,10554,-756,-7.163160887,165.86,59.1,3535,3614,-79,-2.185943553
43506,3,ìíëOí¨,3990,4375,-385,-8.8,48.37,82.5,1479,1515,-36,-2.376237624
43507,3,êÖè„ë∫,2232,2405,-173,-7.193347193,190.96,11.7,822,854,-32,-3.7470726
43510,3,ëäó«ë∫,4461,4934,-473,-9.586542359,94.54,47.2,1506,1529,-23,-1.504251145
43511,3,å‹ñÿë∫,1046,1205,-159,-13.19502075,252.92,4.1,468,503,-35,-6.958250497
43512,3,éRç]ë∫,3424,3681,-257,-6.981798424,121.19,28.3,1149,1163,-14,-1.203783319
43513,3,ãÖñÅë∫,3700,4249,-549,-12.92068722,207.58,17.8,1368,1489,-121,-8.126259234
43514,3,Ç†Ç≥Ç¨ÇËí¨,15532,16638,-1106,-6.647433586,159.56,97.3,5295,5414,-119,-2.198005172
43520,c,ìVëêåS,7741,8314,-573,-6.891989415,67.55,114.6,2894,3002,-108,-3.597601599
43531,3,óËñkí¨,7741,8314,-573,-6.891989415,67.55,114.6,2894,3002,-108,-3.597601599
44000,a,ëÂï™åß,1166729,1196529,-29800,-2.490537212,6340.61,184,485909,482051,3858,0.800330256
44001,b,ésïî,1111180,1138644,-27464,-2.411991808,5702.41,194.9,464690,460871,3819,0.828648364
44002,b,åSïî,55549,57885,-2336,-4.035587803,638.2,87,21219,21180,39,0.184135977
44201,2,ëÂï™és,478335,474094,4241,0.894548339,502.39,952.1,203286,195623,7663,3.917228547
44202,2,ï ï{és,122193,125385,-3192,-2.545759062,125.29,975.3,55467,56070,-603,-1.075441413
44203,2,íÜí√és,83967,84312,-345,-0.409194421,491.54,170.8,35789,34574,1215,3.514201423
44204,2,ì˙ìcés,66526,70940,-4414,-6.222159572,666.03,99.9,25135,25551,-416,-1.628116316
44205,2,ç≤îåés,72203,76951,-4748,-6.170160232,903.08,80,29575,30511,-936,-3.067746059
44206,2,âPãnés,38768,41469,-2701,-6.513299091,291.2,133.1,15050,15394,-344,-2.234636872
44207,2,í√ãvå©és,17973,19917,-1944,-9.7605061,79.47,226.2,7516,7978,-462,-5.790925044
44208,2,í|ìcés,22342,24423,-2081,-8.520656758,477.53,46.8,9133,9588,-455,-4.745515227
44209,2,ñLå„çÇìcés,22868,23906,-1038,-4.342006191,206.24,110.9,9539,9665,-126,-1.303673047
44210,2,ãnízés,30204,32083,-1879,-5.856684225,280.06,107.8,12141,12181,-40,-0.328380264
44211,2,âFç≤és,56277,59008,-2731,-4.628186009,439.05,128.2,22450,22869,-419,-1.832174559
44212,2,ñLå„ëÂñÏés,36598,39452,-2854,-7.23410727,603.14,60.7,14223,14854,-631,-4.248014003
44213,2,óRïzés,34276,34702,-426,-1.227594951,319.32,107.3,13284,12874,410,3.184713376
44214,2,çëìåés,28650,32002,-3352,-10.47434535,318.07,90.1,12102,13139,-1037,-7.892533678
44320,c,ìåçëìååS,1992,2189,-197,-8.99954317,6.98,285.4,877,913,-36,-3.943044907
44322,3,ïPìáë∫,1992,2189,-197,-8.99954317,6.98,285.4,877,913,-36,-3.943044907
44340,c,ë¨å©åS,28067,28221,-154,-0.545692924,73.33,382.7,10893,10517,376,3.57516402
44341,3,ì˙èoí¨,28067,28221,-154,-0.545692924,73.33,382.7,10893,10517,376,3.57516402
44460,c,ãËéÏåS,25490,27475,-1985,-7.224749773,557.88,45.7,9449,9750,-301,-3.087179487
44461,3,ã„èdí¨,9659,10421,-762,-7.312158142,271.37,35.6,3471,3601,-130,-3.610108303
44462,3,ãËéÏí¨,15831,17054,-1223,-7.171338103,286.51,55.3,5978,6149,-171,-2.78093999
45000,a,ã{çËåß,1104377,1135233,-30856,-2.718032334,7735.31,142.8,462620,460505,2115,0.459278401
45001,b,ésïî,922641,945222,-22581,-2.388962593,4617.92,199.8,392426,389733,2693,0.69098588
45002,b,åSïî,181736,190011,-8275,-4.355011026,3117.39,58.3,70194,70772,-578,-0.816707172
45201,2,ã{çËés,401156,400583,573,0.143041517,643.67,623.2,175360,170136,5224,3.070484789
45202,2,ìsèÈés,165098,169602,-4504,-2.655629061,653.36,252.7,69934,69856,78,0.111658268
45203,2,âÑâ™és,125212,131182,-5970,-4.550929243,868.02,144.3,51710,52454,-744,-1.418385633
45204,2,ì˙ìÏés,54124,57689,-3565,-6.179687635,536.1,101,22644,23228,-584,-2.514206992
45205,2,è¨ó—és,46245,48270,-2025,-4.195152269,562.95,82.1,19484,19576,-92,-0.46996322
45206,2,ì˙å¸és,61777,63223,-1446,-2.287142337,336.93,183.4,24780,24791,-11,-0.044370941
45207,2,ã¯ä‘és,18787,20453,-1666,-8.145504327,295.16,63.7,7946,8417,-471,-5.595817987
45208,2,êºìsés,30704,32614,-1910,-5.856380695,438.79,70,12002,12197,-195,-1.598753792
45209,2,Ç¶Ç—ÇÃés,19538,21606,-2068,-9.571415348,282.93,69.1,8566,9078,-512,-5.640008813
45340,c,ñkèîåßåS,25410,24800,610,2.459677419,110.02,231,9967,9503,464,4.882668631
45341,3,éOå“í¨,25410,24800,610,2.459677419,110.02,231,9967,9503,464,4.882668631
45360,c,êºèîåßåS,9304,10000,-696,-6.96,85.39,109,3914,4042,-128,-3.166749134
45361,3,çÇå¥í¨,9304,10000,-696,-6.96,85.39,109,3914,4042,-128,-3.166749134
45380,c,ìåèîåßåS,26957,28133,-1176,-4.180144315,225.82,119.4,10500,10597,-97,-0.915353402
45382,3,çëïxí¨,19608,20909,-1301,-6.222200966,130.63,150.1,7562,7746,-184,-2.375419571
45383,3,àªí¨,7349,7224,125,1.7303433,95.19,77.2,2938,2851,87,3.051560856
45400,c,éôìíåS,71265,74389,-3124,-4.199545632,715.03,99.7,27389,27569,-180,-0.652907251
45401,3,çÇìÁí¨,21039,21733,-694,-3.193300511,43.8,480.3,8675,8668,7,0.080756807
45402,3,êVïxí¨,17388,18092,-704,-3.89122264,61.53,282.6,6376,6362,14,0.220056586
45403,3,êºïƒó«ë∫,1089,1241,-152,-12.24818695,271.51,4,509,598,-89,-14.88294314
45404,3,ñÿèÈí¨,5231,5177,54,1.04307514,145.96,35.8,1958,1897,61,3.215603585
45405,3,êÏìÏí¨,16116,17009,-893,-5.250161679,90.12,178.8,5930,6020,-90,-1.495016611
45406,3,ìsî_í¨,10402,11137,-735,-6.599622879,102.11,101.9,3941,4024,-83,-2.062624255
45420,c,ìåâPãnåS,28204,30076,-1872,-6.224231946,1294.2,21.8,10986,11278,-292,-2.589111545
45421,3,ñÂêÏí¨,18172,18854,-682,-3.617269545,120.51,150.8,6840,6840,0,0
45429,3,èîíÀë∫,1740,1882,-142,-7.545164718,187.56,9.3,689,719,-30,-4.172461752
45430,3,í≈ótë∫,2808,3092,-284,-9.184993532,537.29,5.2,1128,1203,-75,-6.234413965
45431,3,î¸ãΩí¨,5484,6248,-764,-12.22791293,448.84,12.2,2329,2516,-187,-7.432432432
45440,c,êºâPãnåS,20596,22613,-2017,-8.91964799,686.93,30,7438,7783,-345,-4.432738019
45441,3,çÇêÁï‰í¨,12759,13723,-964,-7.024703053,237.54,53.7,4668,4794,-126,-2.628285357
45442,3,ì˙îVâeí¨,3947,4463,-516,-11.56172978,277.67,14.2,1493,1621,-128,-7.896360271
45443,3,å‹Éñê£í¨,3890,4427,-537,-12.13011068,171.73,22.7,1277,1368,-91,-6.652046784
46000,a,é≠éôìáåß,1648752,1706242,-57490,-3.369393087,9188.1,179.4,724566,729386,-4820,-0.660829794
46001,b,ésïî,1459672,1501224,-41552,-2.767874748,5957.05,245,640419,640695,-276,-0.04307822
46002,b,åSïî,189080,205018,-15938,-7.773951556,3231.05,58.5,84147,88691,-4544,-5.123405983
46201,2,é≠éôìáés,600008,605846,-5838,-0.963611215,547.57,1095.8,270169,264686,5483,2.071511149
46203,2,é≠âÆés,103662,105070,-1408,-1.340059008,448.38,231.2,44932,44404,528,1.189082065
46204,2,ñççËés,22059,23638,-1579,-6.679922159,74.78,295,10074,10434,-360,-3.450258769
46206,2,à¢ãvç™és,21197,23154,-1957,-8.452103308,134.28,157.9,9194,9830,-636,-6.469989827
46208,2,èoêÖés,53778,55621,-1843,-3.313496701,329.98,163,22509,22555,-46,-0.20394591
46210,2,éwèhés,41843,44396,-2553,-5.750518065,148.84,281.1,18491,19210,-719,-3.74284227
46213,2,êºîVï\és,15958,16951,-993,-5.858061471,205.66,77.6,7356,7569,-213,-2.814110186
46214,2,êÇêÖés,15524,17248,-1724,-9.995361781,162.12,95.8,6984,7470,-486,-6.506024096
46215,2,éFñÄêÏì‡és,96109,99589,-3480,-3.494361827,682.94,140.7,40724,41449,-725,-1.749137494
46216,2,ì˙íués,49263,50822,-1559,-3.067569163,252.99,194.7,19649,19916,-267,-1.340630649
46217,2,ë]âóés,36570,39221,-2651,-6.759134137,390.11,93.7,16120,16859,-739,-4.383415386
46218,2,ñ∂ìáés,125900,127487,-1587,-1.244832807,603.18,208.7,54324,53971,353,0.654054955
46219,2,Ç¢ÇøÇ´ã¯ñÿñÏés,29290,31144,-1854,-5.952992551,112.3,260.8,12172,12315,-143,-1.161185546
46220,2,ìÏÇ≥Ç¬Ç‹és,35440,38704,-3264,-8.433236875,283.59,125,15365,16419,-1054,-6.419392168
46221,2,éuïzéués,31490,33034,-1544,-4.673972271,290.28,108.5,13896,14149,-253,-1.788112234
46222,2,âÇî¸és,43184,46121,-2937,-6.368031916,308.25,140.1,19632,20114,-482,-2.396340857
46223,2,ìÏã„èBés,36384,39065,-2681,-6.862920773,357.91,101.7,15336,16069,-733,-4.561578194
46224,2,à…ç≤és,26804,29304,-2500,-8.531258531,392.56,68.3,12115,12798,-683,-5.336771371
46225,2,à¶ó«és,75209,74809,400,0.534695023,231.25,325.2,31377,30478,899,2.949668613
46300,c,é≠éôìáåS,1165,1075,90,8.372093023,132.54,8.8,615,638,-23,-3.605015674
46303,3,éOìáë∫,407,418,-11,-2.631578947,31.4,13,223,242,-19,-7.851239669
46304,3,è\ìáë∫,758,657,101,15.37290715,101.14,7.5,392,396,-4,-1.01010101
46380,c,éFñÄåS,22411,24109,-1698,-7.043012983,303.9,73.7,9708,9969,-261,-2.61811616
46392,3,Ç≥Ç¬Ç‹í¨,22411,24109,-1698,-7.043012983,303.9,73.7,9708,9969,-261,-2.61811616
46400,c,èoêÖåS,10436,11105,-669,-6.024313372,116.12,89.9,4138,4303,-165,-3.834534046
46404,3,í∑ìáí¨,10436,11105,-669,-6.024313372,116.12,89.9,4138,4303,-165,-3.834534046
46440,c,à¶ó«åS,10321,11595,-1274,-10.98749461,144.29,71.5,4322,4653,-331,-7.113690092
46452,3,óNêÖí¨,10321,11595,-1274,-10.98749461,144.29,71.5,4322,4653,-331,-7.113690092
46460,c,ë]âóåS,13248,14215,-967,-6.802673233,100.67,131.6,6079,6380,-301,-4.717868339
46468,3,ëÂçËí¨,13248,14215,-967,-6.802673233,100.67,131.6,6079,6380,-301,-4.717868339
46480,c,äÃëÆåS,37672,41764,-4092,-9.797912077,712.61,52.9,16807,18291,-1484,-8.113279755
46482,3,ìåã¯ó«í¨,6538,6802,-264,-3.881211408,27.78,235.3,2829,2964,-135,-4.55465587
46490,3,ã—ç]í¨,7920,8987,-1067,-11.87270502,163.19,48.5,3442,3804,-362,-9.516298633
46491,3,ìÏëÂã˜í¨,7545,8815,-1270,-14.40726035,213.54,35.3,3559,4005,-446,-11.1360799
46492,3,äÃïtí¨,15669,17160,-1491,-8.688811189,308.1,50.9,6977,7518,-541,-7.196062783
46500,c,åFñ—åS,26796,28503,-1707,-5.98884328,788.66,34,12597,13028,-431,-3.308259134
46501,3,íÜéÌéqí¨,8136,8696,-560,-6.43974241,137.82,59,3741,3946,-205,-5.195134313
46502,3,ìÏéÌéqí¨,5745,6218,-473,-7.606947572,110.36,52.1,2724,2834,-110,-3.881439661
46505,3,âÆãvìáí¨,12915,13589,-674,-4.959894032,540.48,23.9,6132,6248,-116,-1.85659411
46520,c,ëÂìáåS,67031,72652,-5621,-7.736882674,932.24,71.9,29881,31429,-1548,-4.925387381
46523,3,ëÂòaë∫,1529,1765,-236,-13.37110482,88.26,17.3,709,831,-122,-14.6811071
46524,3,âFåüë∫,1719,1932,-213,-11.02484472,103.07,16.7,866,935,-69,-7.379679144
46525,3,ê£åÀì‡í¨,9050,9874,-824,-8.345148876,239.63,37.8,4414,4677,-263,-5.623262775
46527,3,ó¥ãΩí¨,5809,6078,-269,-4.42579796,82.01,70.8,2414,2468,-54,-2.188006483
46529,3,äÏäEí¨,7213,8169,-956,-11.7027788,56.97,126.6,3364,3634,-270,-7.429829389
46530,3,ìøîVìáí¨,11164,12090,-926,-7.659222498,104.92,106.4,4959,5230,-271,-5.18164436
46531,3,ìVèÈí¨,5980,6653,-673,-10.11573726,80.4,74.4,2623,2841,-218,-7.673354453
46532,3,à…êÂí¨,6369,6844,-475,-6.940385739,62.71,101.6,2885,3035,-150,-4.942339374
46533,3,òaîëí¨,6790,7114,-324,-4.554399775,40.39,168.1,2910,2909,1,0.034376074
46534,3,ímñºí¨,6218,6806,-588,-8.639435792,53.3,116.7,2680,2862,-182,-6.359189378
46535,3,ó^ò_í¨,5190,5327,-137,-2.571804017,20.58,252.2,2057,2007,50,2.491280518
47000,a,â´ìÍåß,1434138,1392818,41320,2.966647473,2281,628.7,559744,520191,39553,7.60355331
47001,b,ésïî,1110623,1078992,31631,2.931532393,976.09,1137.8,439486,409085,30401,7.431462899
47002,b,åSïî,323515,313826,9689,3.087379631,1304.74,248,120258,111106,9152,8.23717891
47201,2,ìﬂîeés,319449,315954,3495,1.106173684,39.57,8073,135094,129512,5582,4.310025326
47205,2,ãXñÏòpés,96297,91928,4369,4.752632495,19.8,4863.5,39297,36361,2936,8.074585407
47207,2,êŒä_és,47660,46922,738,1.572822983,229.27,207.9,20532,19212,1320,6.870705809
47208,2,âYìYés,114285,110351,3934,3.564988084,19.48,5866.8,44027,40927,3100,7.574461847
47209,2,ñºåÏés,61711,60231,1480,2.457206422,210.9,292.6,26144,24277,1867,7.690406558
47210,2,éÖñûés,58557,57320,1237,2.158060014,46.62,1256,20583,19249,1334,6.930230142
47211,2,â´ìÍés,139315,130249,9066,6.960514092,49.72,2802,53360,47999,5361,11.16898269
47212,2,ñLå©èÈés,61128,57261,3867,6.753287578,19.6,3118.8,21771,19332,2439,12.61638734
47213,2,Ç§ÇÈÇ‹és,119019,116979,2040,1.743902752,87.01,1367.9,42389,38344,4045,10.54923847
47214,2,ã{å√ìáés,51196,52039,-843,-1.619938892,204.18,250.7,21965,21196,769,3.628043027
47215,2,ìÏèÈés,42006,39758,2248,5.654207958,49.94,841.1,14324,12676,1648,13.00094667
47300,c,çëì™åS,64581,64608,-27,-0.04179049,577.21,111.9,25390,24401,989,4.053112577
47301,3,çëì™ë∫,4922,5188,-266,-5.127216654,194.8,25.3,2064,2114,-50,-2.365184484
47302,3,ëÂãXñ°ë∫,3060,3221,-161,-4.998447687,63.55,48.2,1261,1267,-6,-0.47355959
47303,3,ìåë∫,1721,1794,-73,-4.069119287,81.88,21,793,691,102,14.76121563
47306,3,ç°ãAêmë∫,9527,9257,270,2.916711678,39.93,238.6,3468,3368,100,2.96912114
47308,3,ñ{ïîí¨,13549,13870,-321,-2.314347513,54.33,249.4,5239,5049,190,3.76312141
